baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000000003.14	1449.83908122833	0.0664068585361969	0.0938637261051311	0.418564701584111	0.642406492112159
ENSG00000000005.6	0	NA	NA	NA	NA
ENSG00000000419.12	1370.10385572864	-0.0159261444238529	0.0966744790506687	0.845488321675834	0.931246372027441
ENSG00000000457.14	231.608425899935	0.0150650688468596	0.132175777179479	0.871195395761556	0.943907802778769
ENSG00000000460.17	543.501966814615	-0.0786952346179319	0.110515927795461	0.376545691402645	0.603111221009773
ENSG00000000938.13	0.209241472106774	0.00457939068676973	0.184081900673323	0.785753199471543	NA
ENSG00000000971.15	9954.50157432409	0.133782761816057	0.0819967906600522	0.0681604066654762	0.210899084267124
ENSG00000001036.13	2171.85769101777	0.0472402900817427	0.0848080129143638	0.530791433926594	0.734258839081507
ENSG00000001084.12	1537.46762684345	0.100961766721855	0.0822265212516727	0.169765904394248	0.37671405300707
ENSG00000001167.14	717.634443086528	-0.304528722412209	0.113771088267804	0.00171474915244664	0.0151373038752902
ENSG00000001460.18	60.607380233505	-0.227814666239872	0.277993278316853	0.0561987271086892	0.184821226459359
ENSG00000001461.17	1513.34334920118	-0.0610490736539744	0.0980369904838253	0.461848090816368	0.678391030323531
ENSG00000001497.16	1901.59448656393	0.0342745950917922	0.0854686149228047	0.651699220576843	0.818974429271693
ENSG00000001561.7	0	NA	NA	NA	NA
ENSG00000001617.12	1042.78328604817	0.174541851810936	0.140303954317224	0.09032511156083	0.253351721066944
ENSG00000001626.15	2.87316670106914	-0.0180786258429493	0.183645982517018	0.474783958620455	NA
ENSG00000001629.10	2436.61808684774	-0.0636785559931683	0.0780780722142559	0.363574084036158	0.592028210780373
ENSG00000001630.17	11567.5865071137	0.388625997902182	0.102645111279761	2.54164910649052e-05	0.000576949751062847
ENSG00000001631.15	926.703131136508	-0.237137728093466	0.127433342468931	0.0196227790353535	0.0907810367297027
ENSG00000002016.17	214.555137147715	0.0307310350050451	0.126958218053405	0.740432759696386	0.873855487562343
ENSG00000002330.13	251.347687481422	0.656178168835299	0.201102491310983	7.75796700334546e-05	0.00140480943538049
ENSG00000002549.12	723.061327331112	0.199736164265092	0.1180819970852	0.0369520753878256	0.139590551412391
ENSG00000002586.20	1273.55471986207	-0.295216133416276	0.119536600006972	0.00318270445895578	0.0243167918887839
ENSG00000002587.10	31.0296640323255	-0.0545104345744756	0.178590809723686	0.429458765059312	0.65163735981984
ENSG00000002726.20	4.88406783292393	0.00349259594047559	0.181804008213178	0.905536833929699	NA
ENSG00000002745.13	7.81833763191814	0.0783894597274847	0.20460180778468	0.0571583321533897	NA
ENSG00000002746.15	41.4435562280197	0.240437575932864	0.321529962449931	0.043687302344877	0.156822049280881
ENSG00000002822.15	236.142992039894	0.0194829212348024	0.128607576360695	0.839464272818998	0.92849853389659
ENSG00000002834.18	1774.77415891654	0.0817769008502283	0.0782026536082517	0.246960814546502	0.474124476436581
ENSG00000002919.14	218.603227512077	0.0442463865441714	0.1381312107236	0.636389125935471	0.808889499581609
ENSG00000002933.9	0	NA	NA	NA	NA
ENSG00000003056.8	2186.71341927021	0.0440477925714024	0.0819500267317581	0.552798401781587	0.750183801401835
ENSG00000003096.14	1031.84943585079	-0.298723870442586	0.0970271471092959	0.000518517940843327	0.00618134445527662
ENSG00000003137.8	83.3637936220476	0.00654612525250624	0.153166801977431	0.940265026021538	0.976584848034519
ENSG00000003147.19	159.13030553643	0.0574934059280039	0.134872503275609	0.541971629472983	0.742482796548549
ENSG00000003249.13	102.192532351593	0.0434719780518305	0.15108823254066	0.630535287301649	0.805117430729082
ENSG00000003393.15	347.518652734206	0.197347503240319	0.125087506717583	0.0460505355443406	0.162056532854504
ENSG00000003400.14	193.814396914788	0.177233452825651	0.15681506234362	0.100914078892441	0.271956726564364
ENSG00000003402.20	992.803253235175	-0.0347114389108371	0.0841924280045994	0.641398490226156	0.811722476843325
ENSG00000003436.16	2456.74317037008	-0.231961745543925	0.107004013027599	0.0104713886117952	0.0581625403733917
ENSG00000003509.16	398.287031925123	0.0219277311194831	0.108484371102744	0.803410580216317	0.908516216702622
ENSG00000003756.16	913.615443052854	0.16736800215655	0.111796995199304	0.0677946251525272	0.210233678245967
ENSG00000003987.14	99.782372671253	1.15485940363605	0.238782736760615	7.24769993967319e-08	3.92156798891024e-06
ENSG00000003989.17	31144.3444586978	0.495546033598414	0.0803371187730896	8.91828888583977e-11	8.88502225269417e-09
ENSG00000004059.11	565.733967097499	0.215707339279131	0.117066306403898	0.0243091424144743	0.104953662437374
ENSG00000004139.14	61.7357753365877	0.0526521333564402	0.161442949683845	0.542945150538955	0.743144496112553
ENSG00000004142.12	1530.71478177691	0.293943766677998	0.0877006325966392	0.000212421823853165	0.0031297314023812
ENSG00000004399.12	736.336352700102	0.299702688205626	0.111548756990753	0.0017255778862346	0.0152115022513363
ENSG00000004455.16	3795.63328062317	-0.0548134202643492	0.071633450957585	0.404248538454271	0.628945492548649
ENSG00000004468.13	10.8642046324757	-0.0166889200735027	0.179642320131043	0.698138297274296	0.847392191615184
ENSG00000004478.8	2509.45824601772	0.150754022397209	0.0740055628301284	0.0261238479928127	0.110460514403039
ENSG00000004487.16	3899.34691541227	0.0578185317759124	0.0782361841918948	0.413782825411861	0.637640045101287
ENSG00000004534.15	605.383726457557	-0.111289147762755	0.110021754030567	0.214149413633889	0.436824437657818
ENSG00000004660.14	360.660478261824	0.0822171941818399	0.12117031496757	0.377934103508149	0.604203617083265
ENSG00000004700.16	1744.50398427464	-0.0533277780500263	0.0995936671694213	0.52398559507339	0.728415412509
ENSG00000004766.17	741.135921924979	0.0477220774948201	0.105455279537492	0.574627602928574	0.767127544354184
ENSG00000004776.13	2.66744379420199	-0.0251952214783787	0.185361455800096	0.259114548975062	NA
ENSG00000004777.18	15.4797844002972	0.00518246669726232	0.177241972999725	0.916624530481022	0.966470785079164
ENSG00000004779.10	1637.52887255998	0.312334922942602	0.115625997084653	0.00152505965355829	0.0138624719993608
ENSG00000004799.8	7981.01958902968	0.94741078620223	0.081666733400004	2.7870324423427e-32	2.33237454991519e-29
ENSG00000004809.14	0	NA	NA	NA	NA
ENSG00000004838.14	2.33719661348246	0.00858756319962987	0.18277093122697	0.722468365666467	NA
ENSG00000004846.16	15.1325439712081	0.0752833691256502	0.195033864991237	0.205544789135153	0.425635720556511
ENSG00000004848.8	0	NA	NA	NA	NA
ENSG00000004864.13	1420.39811237232	0.0635208790177787	0.0883368771862505	0.411408473481565	0.635940893047945
ENSG00000004866.20	861.99905714119	-0.118014892497421	0.0937354676473297	0.144268065430178	0.338442617833397
ENSG00000004897.12	2633.33315507617	-0.293316501809016	0.0905195794798296	0.000309529443823687	0.00420511158908955
ENSG00000004939.15	100.614133464338	-0.237970380959216	0.26572448397135	0.0538073366528892	0.179448325452635
ENSG00000004948.14	0.16008428592586	-0.00431253553860373	0.184071640120939	0.841812885732253	NA
ENSG00000004961.15	940.54829367425	-0.207965805434091	0.14224474770081	0.0500656301045819	0.171199633533864
ENSG00000004975.12	852.282080098524	0.236034318651627	0.10056275866685	0.00662949819546028	0.0415861848508664
ENSG00000005001.10	0.659744354512277	-0.0103227608590116	0.184380200462401	0.360259124759379	NA
ENSG00000005007.12	1354.95538323336	0.129978391026134	0.0975670633004236	0.118926037184796	0.300619924442356
ENSG00000005020.13	376.151384309189	-0.0797123023510278	0.117251184780883	0.384471452600994	0.610900051248699
ENSG00000005022.6	7904.86509147023	-0.0722741007719114	0.112800225243586	0.420871134653663	0.644213553628512
ENSG00000005059.16	422.341686995163	-0.0472707364036578	0.111259245481797	0.594727088413523	0.781575496320661
ENSG00000005073.5	106.122861348322	-0.114750404908652	0.169510660257392	0.24843863230429	0.475476467649908
ENSG00000005075.15	489.337496250069	-0.462668582878088	0.138282808195124	9.61515464659484e-05	0.00166023433670846
ENSG00000005100.13	2014.15324163638	-0.0272184374821424	0.0761099298223958	0.693678409753147	0.844592151079657
ENSG00000005102.13	43.8851345590833	-0.99319167700314	0.383848072548212	0.000414883183398812	0.00523946539356668
ENSG00000005108.16	0	NA	NA	NA	NA
ENSG00000005156.11	1055.56286683359	-0.00924118799931405	0.0850105388838001	0.901650463656818	0.95848852920842
ENSG00000005175.10	1009.1072145196	-0.393291697541872	0.112133610071473	7.09339845810325e-05	0.0013094622183025
ENSG00000005187.12	6.44983142926468	-0.0462457433786272	0.188199838541806	0.237334977266652	NA
ENSG00000005189.19	303.054668593389	0.113420050742704	0.120767938305074	0.231464909289525	0.456434921828657
ENSG00000005194.15	838.597529254847	0.0513451093982185	0.0958509426088993	0.530044037289594	0.733911625865462
ENSG00000005206.17	218.241580012652	0.111530472555237	0.150166339322131	0.265228402443863	0.492330327816182
ENSG00000005238.19	72.6584115315488	0.342728483402898	0.3029800342668	0.0232693219835035	0.101635281440125
ENSG00000005243.10	4.12417695929807	-0.0268701057448762	0.184704220324355	0.344702986424048	NA
ENSG00000005249.13	0.143891226460891	-0.00420292659024371	0.184066973190377	0.841812885732253	NA
ENSG00000005302.18	706.709591278588	-0.197193851674681	0.120042406743281	0.0409053082688712	0.149485978078352
ENSG00000005339.14	1254.5617504756	-0.333325564463638	0.130192774435507	0.00197801926324729	0.0168339497027411
ENSG00000005379.17	0	NA	NA	NA	NA
ENSG00000005381.7	0	NA	NA	NA	NA
ENSG00000005421.8	6.05931640825245	-0.00129826063767403	0.18072067753815	0.968040226137023	NA
ENSG00000005436.13	951.374982541439	0.0768289043128237	0.086069234470572	0.314618724854818	0.543089975891056
ENSG00000005448.16	630.51679111597	0.383134451120893	0.135327445529489	0.00070696565640266	0.00782587291430563
ENSG00000005469.11	95.21205824842	-0.106680011977441	0.168683797416019	0.273174436298676	0.500589822956728
ENSG00000005471.17	1.0680649840808	0.0135150613704299	0.184396290967628	0.309443180088567	NA
ENSG00000005483.20	1863.9801439031	-0.300855755211229	0.101218621368054	0.000719934123892471	0.0079274851379142
ENSG00000005486.17	656.197806735501	0.151786646377484	0.1056494891605	0.0849850206442852	0.244011199484838
ENSG00000005513.10	0	NA	NA	NA	NA
ENSG00000005700.15	3827.96881644148	-0.0434268974050685	0.0735999140306708	0.51882728076215	0.724453710278895
ENSG00000005801.18	480.424583645036	-0.291168013695047	0.123910069669956	0.00441381388604946	0.0310842878328169
ENSG00000005810.18	4063.80270050453	0.0105640780674027	0.069603201147514	0.87214302546807	0.94444542776921
ENSG00000005812.11	2077.28967598933	-0.323871323697627	0.0885296842795411	5.72812161479194e-05	0.00109611449131834
ENSG00000005844.17	25.3889999872642	0.0311123233097033	0.17503492815813	0.619744834120803	0.798290977121691
ENSG00000005882.11	302.463331663012	-0.0813960808569978	0.121591297735124	0.381864578583916	0.608208710370202
ENSG00000005884.18	2163.10272442264	0.545997913184993	0.111425508901284	9.87189361996567e-08	5.1419867473622e-06
ENSG00000005889.15	4582.94295627608	-0.0457421043327078	0.0680272425317374	0.467706560227405	0.682877135305146
ENSG00000005893.15	2858.22986851658	-0.233219172827326	0.087292226934078	0.00277827975996804	0.0218931235573627
ENSG00000005961.18	1.64782209663288	0.00257982724555541	0.182865967497271	0.904179017595179	NA
ENSG00000005981.13	16.8052754137996	-0.0200228377105036	0.177464762668138	0.696699051295162	0.846381804984823
ENSG00000006007.12	1983.72290567695	-0.0654071786796948	0.0808114303534673	0.366412988627548	0.594248305396004
ENSG00000006015.17	291.329154138669	0.390905876659308	0.156689679323665	0.0017326005626148	0.0152412998335695
ENSG00000006016.11	6.48850235348439	-0.0280599455884909	0.183763283879702	0.422985655022965	NA
ENSG00000006025.12	71.209006726867	0.273688949328755	0.317974321899786	0.0383168449072839	0.142986131355968
ENSG00000006042.12	45.7825281322171	0.0413830999016618	0.163979383777921	0.611405296389899	0.792950788881331
ENSG00000006047.13	0.331428240406794	0.000159281791709667	0.183901787837334	0.970526593322915	NA
ENSG00000006059.3	0	NA	NA	NA	NA
ENSG00000006062.16	153.84560173694	-0.288307689113633	0.227959637094134	0.03154491276258	0.124955282394657
ENSG00000006071.13	6.45393993019598	-0.0600624158414921	0.194056102450897	0.134708568898982	NA
ENSG00000006116.3	0.143891226460891	-0.00420292659024371	0.184066973190377	0.841812885732253	NA
ENSG00000006118.14	416.977176504136	0.452538160565187	0.146591990254597	0.000239506065846288	0.00343210005087723
ENSG00000006125.18	4618.8904498506	-0.0912259803088779	0.111391441075418	0.308129562144172	0.53602416762691
ENSG00000006128.12	0	NA	NA	NA	NA
ENSG00000006194.10	566.780094007587	0.0601425410136556	0.100249176823032	0.476262587304208	0.690750042289095
ENSG00000006210.7	30.1649094171202	0.000461195031067805	0.171130460962398	0.996104337885812	0.997905173434175
ENSG00000006282.21	272.264370390921	0.144390902628346	0.135427160461242	0.150463256275993	0.347780053576988
ENSG00000006283.18	2.29582664890387	-0.0121744730289405	0.183614780992948	0.535399514821958	NA
ENSG00000006327.13	660.793016003156	0.0230723951292704	0.11106594091043	0.795787644532037	0.904438415736592
ENSG00000006377.11	0	NA	NA	NA	NA
ENSG00000006432.15	347.680316149751	0.197803338779916	0.137540952377009	0.0572601385456055	0.187037866032523
ENSG00000006451.8	832.789356794175	-0.143096635630887	0.119965205722468	0.129189161526838	0.316483299702393
ENSG00000006453.14	547.290196083951	-0.0961914995148996	0.11005872240266	0.280855137102164	0.509149730574438
ENSG00000006459.11	294.394721048924	0.0157332263176644	0.116659123300051	0.863419409503007	0.939961768448154
ENSG00000006468.14	0	NA	NA	NA	NA
ENSG00000006530.17	428.776876608873	0.0154304326148132	0.104274666671595	0.858366197849325	0.937142804732371
ENSG00000006534.16	1194.58804096829	0.0422226846424364	0.0942804542661579	0.603258748620091	0.787265523591642
ENSG00000006555.11	5.43980240513573	-3.23719655687465e-05	0.181001807211113	0.997183387215429	NA
